"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.03466003629122
1_94,4.215387498011545
1_243,3.9979986332251025
1_277,3.923300866723006
1_335,4.154124728727349
1_442,4.415276320705036
1_567,3.9622405107531184
1_618,4.124896807784704
1_750,3.9219831792600264
1_837,4.0651400161083995
1_839,3.2476662505913105
1_963,4.279728264403156
1_977,3.5456559176592237
1_1146,4.3050198132320086
1_1224,3.918229718584894
1_1232,3.9454744019872443
1_1281,4.270281969221681
1_1284,4.054619932224977
1_1288,4.10276549898099
1_1382,4.055114565790929
1_1399,4.008934944953607
1_1449,4.224252904318504
1_1452,4.245468950599673
1_1486,4.370849697091425
1_1498,3.9614477917491127
2_14,3.0114253967486997
2_56,3.5882770671674113
2_285,3.1951561312711814
2_441,3.3386824480514488
2_1048,4.211404396639737
2_1119,3.780419353388426
2_1192,3.541458087860679
2_1310,4.159919827998027
2_1409,2.7568369087229807
3_512,4.457266290870288
3_552,4.260653294631793
3_578,3.988566065713655
3_1050,4.0147110231197125
3_1489,4.138170627373348
4_242,4.5596581452053515
4_247,4.265325291546267
4_265,4.5400713951610525
4_386,4.126917335930762
4_409,4.288027419186141
4_571,3.137550001086876
4_580,3.951400823660093
4_626,4.131007050470053
4_707,4.0407514126362605
4_971,4.196104266678779
4_1086,4.231274980878938
4_1177,3.748906475559721
4_1192,4.272639290463264
4_1229,4.142168550916643
4_1307,4.074694619500518
4_1325,4.371142807442467
4_1331,4.218489835988588
4_1382,4.553687124599985
4_1398,4.4895183914356815
4_1409,3.7583215501394225
4_1510,4.664428026762708
5_130,4.175653726141005
5_390,3.7098324097037456
5_408,3.121445777671732
5_485,4.258989980456964
5_595,4.187734097459598
5_858,3.9439911736564945
5_878,3.5128724104592424
5_1166,4.1040762698387
5_1252,3.6445586155755367
5_1373,4.3764721206945145
5_1481,3.3084669594643206
6_81,2.7019006429543015
6_403,2.8335901603926508
6_532,3.3723584696486437
6_878,3.0491070372608498
6_886,3.3644952631731235
6_1489,3.4896747017138345
7_56,3.8798767856072076
7_319,3.5760135106871855
7_322,3.605120407001711
7_341,3.3130385030238108
7_345,3.0773528162185455
7_502,4.183747961045497
7_512,3.44707212686293
7_591,3.7062205949396607
7_812,3.607324852085793
7_1043,3.2623512471986023
7_1061,2.637025967692337
7_1152,3.3648715206279105
7_1165,3.267910336512311
7_1217,3.5744058552865545
7_1280,3.6694510755221055
7_1325,3.940313140552657
7_1522,2.684528921563572
8_80,4.0903017940777735
8_224,4.024273565395799
8_512,4.509051752766263
8_707,4.282473275215806
8_886,4.372645207219399
8_1048,4.767133607359948
8_1471,4.234434662210777
8_1521,3.9697527917474047
9_39,3.310351630390164
9_54,4.040125567523433
9_66,3.502500263417884
9_81,3.590212470958746
9_83,3.5904380643672513
9_134,4.8774978039466825
9_225,4.107120316390534
9_232,4.477251804349944
9_235,3.518464992727146
9_242,4.533520520779611
9_254,4.447466649824305
9_277,4.770286217940693
9_306,4.0787511818071245
9_313,4.08807076950276
9_327,3.928115946080861
9_341,4.387358455955255
9_348,4.193035586844641
9_409,4.369956348432059
9_431,4.789641594907384
9_451,4.288859664301954
9_454,3.9876736897852556
9_457,3.692901089324186
9_490,4.5676575253889595
9_503,3.6353373302046705
9_518,3.2955347522859664
9_621,3.9924722764660596
9_645,4.5055488772704
9_705,3.537909096490277
9_726,3.7274299748316895
9_739,3.4921363144295237
9_746,4.295622382265104
9_767,4.432709529268725
9_800,4.948413437815625
9_890,3.942999489830867
9_892,4.008281274927589
9_901,4.095306887649977
9_911,2.5959094406784615
9_991,3.6360630177185764
9_1022,4.270542685322647
9_1050,3.9875507203136666
9_1090,3.253491365257336
9_1141,3.276481572694175
9_1305,4.480408583987356
9_1318,4.435566573270955
9_1357,4.805190932095372
9_1361,4.043560852571273
9_1370,4.356748681817923
9_1381,4.669857381090069
9_1388,4.432709529268725
9_1399,4.71913066703297
9_1425,3.6983296379354016
9_1457,3.942273420105788
9_1498,4.595350093345998
9_1522,3.989740499138462
9_1541,3.985048656822551
10_91,4.43985906906337
10_202,4.123226287875704
10_327,4.508195387852575
10_340,4.7205947425231285
10_344,4.029502969327872
10_403,4.678745613926138
10_408,4.1393532083679885
10_419,4.652833286288956
10_422,4.383258709499595
10_433,4.353878540432776
10_451,4.608512987941882
10_693,4.623800967379294
10_787,4.404099608010533
10_807,3.9945441908451675
10_812,4.531126997272441
10_892,4.743488786245771
10_1043,4.255769087983241
10_1090,3.6245258628668156
10_1097,4.538508894958052
10_1252,4.4157603825507055
10_1292,4.315661511297397
10_1318,4.581374715125807
10_1325,4.379378580886943
10_1481,4.491082479287262
11_224,2.8947479067913844
11_311,3.7157734570230585
11_326,3.2425646173703075
11_373,4.093714920327142
11_403,2.90568958313652
11_436,3.621487387830282
11_451,3.6035066374989584
11_626,3.910232962139276
11_706,3.5748194828911117
11_770,3.6392184299443597
11_892,3.2522976951627536
11_1043,3.511519096686378
11_1051,2.8031390957482576
11_1332,4.237753303895544
11_1373,4.434408128854772
11_1396,3.9113607808911115
11_1480,3.129007090511041
11_1485,3.1786375125704436
12_25,3.9562555056108946
12_98,4.357236903741553
12_134,4.752722998785982
12_190,4.778797117952123
12_220,4.174562840605891
12_242,4.431966459822001
12_259,4.235263618288664
12_306,3.5704570394326827
12_319,3.856746408102314
12_375,3.911437400730876
12_442,4.653346519731256
12_525,3.9335983752517323
12_529,3.974415811220335
12_538,4.332879701955176
12_575,4.369905214270627
12_661,4.455760940903614
12_670,4.3489274197244
12_690,3.683191141473504
12_789,3.304477690542581
12_800,4.8399493202964585
12_816,4.029497826541355
12_850,4.019534969621415
12_913,4.562583494003118
12_963,4.548583259693512
12_1022,3.644304543086895
12_1047,2.6095049992854413
12_1072,3.4974889544522814
12_1192,4.023491144932091
12_1288,4.339165169057217
12_1310,4.559121882298124
12_1325,4.201218195322798
12_1331,3.9418887250232095
12_1360,4.067681760328981
12_1376,4.509985827314557
12_1388,4.0132395174045525
12_1486,4.638009851597077
12_1504,3.848224507503796
12_1522,3.3112240933228483
12_1524,3.8783948988501766
13_81,3.0300394295059263
13_191,4.519889132553343
13_242,4.5697408293845285
13_322,4.353076479583456
13_325,4.2750597921123346
13_364,4.463990402083159
13_419,4.365267370589515
13_620,4.27813256601176
13_787,3.5912224758833533
13_850,4.397462189091752
13_1045,2.7994596669006464
13_1050,3.9140116143037607
13_1072,3.864170367396851
13_1168,4.5665435134889
13_1287,3.989207825241772
13_1292,4.251089904176842
13_1305,4.308584355653787
13_1331,4.361120977201196
13_1332,4.6896872781031975
14_78,3.91633516193538
14_100,3.841935151051436
14_112,3.1180990032632896
14_124,3.024358791884436
14_129,3.6961407948380334
14_158,2.654857656581928
14_163,4.068889945128834
14_229,3.9203027985922843
14_244,3.7764085732885455
14_247,3.7791038925318117
14_281,4.218811941096515
14_284,4.320540820829924
14_299,3.7718366739677096
14_302,4.3490367667458045
14_329,4.175205934140621
14_345,3.2539961749511295
14_374,3.5722144946047565
14_375,3.7654694146514136
14_380,3.7424804113239625
14_404,2.8982800322521856
14_407,2.415885426716753
14_437,3.993290859259673
14_448,3.2597747704059397
14_451,3.5969521303186256
14_458,3.2907862381465858
14_591,3.788594216055086
14_604,3.587047924250455
14_606,4.364877206080089
14_635,3.6318073337857864
14_672,3.8142908498899653
14_725,4.423118327744994
14_734,3.545768641328762
14_746,3.9981992344741224
14_749,3.7592904928563615
14_758,3.906845571630162
14_769,4.062631765849786
14_803,3.8861569521879993
14_807,2.769248085814426
14_809,3.5393073035970177
14_820,3.2923425799147044
14_850,3.795892640425892
14_872,3.3427702010183533
14_909,4.052099408968821
14_1043,3.5818008169303623
14_1048,4.449136512595034
14_1063,3.7722735686727438
14_1090,2.415885426716753
14_1131,3.768996705705436
14_1139,3.3424042108693124
14_1231,3.1274417898298905
14_1238,4.325367658042273
14_1273,3.342128403056723
14_1290,3.0601230296240414
14_1298,3.245169890796196
14_1315,3.5664067869095923
14_1323,3.570023379935071
14_1356,3.509694984488735
14_1374,3.741823620840196
14_1392,2.91207738767713
14_1409,3.107885359290598
14_1419,3.1361381369066605
14_1429,4.2359398225755855
14_1434,4.286459611680925
14_1455,3.29009933436072
14_1471,3.5339805170318104
14_1472,3.775443459934704
14_1484,3.6867228702210952
14_1485,3.17149877437638
14_1488,3.8821433684474327
14_1489,3.5826676791925096
14_1490,3.817922750831531
14_1501,3.8858587490694383
15_23,3.658443968466515
15_53,2.340003887873127
15_356,2.4169237404835955
15_373,3.41152960037976
15_440,2.639287393572013
15_580,2.3456861839760252
15_603,3.0006652151638527
15_635,2.8498526494795895
15_707,2.7925636948034334
15_725,3.9982940322015956
15_923,3.511541144545657
15_1119,3.3814958013279552
15_1192,2.9783358139780534
15_1229,3.1810156778779985
15_1296,2.12873388932391
15_1353,2.326326125593591
15_1357,3.8908551302165875
15_1522,2.212798014911047
16_53,2.4199950885113544
16_98,3.4635352966831787
16_119,3.5349623313241905
16_130,3.5903919520197967
16_215,2.0783475610153523
16_220,2.985068875691043
16_229,3.135844018972582
16_263,3.3523382918569404
16_385,3.615382804061395
16_393,3.9989095874578404
16_431,3.447227614452378
16_644,3.266011881699971
16_702,2.6744263358007787
16_732,2.380819996066678
16_766,2.8243949987215746
16_767,2.9141648719476176
16_769,3.095403268594743
16_778,2.6052127260948263
16_790,3.42188758495754
16_809,2.529614802818344
16_835,2.665777948862702
16_854,3.454713725817213
16_883,3.276028746515885
16_910,3.2440196378509816
16_983,2.3810031303762242
16_1033,2.4768298203712322
16_1060,2.733141533293597
16_1062,2.355738090191152
16_1093,3.303595077317053
16_1119,3.3216602739273404
16_1128,3.0540298198496636
16_1168,3.577071142620165
16_1192,2.6842458365488797
16_1204,2.4768298203712322
16_1280,2.738866212266207
16_1290,2.2916918037606724
16_1310,3.6566523526577424
16_1316,2.845798189211143
16_1332,3.629328529932301
16_1407,3.358570898540206
16_1429,3.468783705888355
16_1510,3.431109524084877
16_1516,3.4842359418931275
17_215,2.94131802031307
17_298,3.742870186465384
17_359,3.8437030051220282
17_409,3.920313681445492
17_437,3.954546149054991
17_439,3.9065610043555057
17_502,4.135817336040427
17_538,4.208845887803175
17_588,4.208210480259972
17_767,3.8914782616190684
17_847,3.9851295743495077
17_1201,4.32812109702207
18_78,3.7800667078495476
18_79,3.267395914407928
18_105,2.9817866140853333
18_106,3.753428701493815
18_134,4.052112173625875
18_147,3.8327612898087873
18_154,2.7913583713996597
18_220,3.754163657328773
18_232,3.5286209245061086
18_258,2.821879301293573
18_259,3.891946401486601
18_265,3.79128652526046
18_272,3.0910661596937987
18_274,3.30834060030326
18_284,3.961736184987306
18_359,3.6054645144272373
18_413,3.1662032921536065
18_434,3.5519123065102938
18_451,3.422861540657246
18_454,2.8994639306629444
18_511,2.9336221344429294
18_566,3.1452927222251366
18_580,2.976621307882304
18_614,3.0073586597223825
18_626,3.5898681718416148
18_644,3.6502716435421596
18_767,3.6466302559724344
18_787,3.157013657292153
18_795,3.488884506523537
18_797,3.13589471089247
18_809,3.303248878629116
18_850,3.6328735372749974
18_899,3.5033262681490585
18_922,3.164113994938617
18_932,3.4694448140180505
18_944,3.4569077156313437
18_949,3.2640908941328832
18_1003,3.171281492342317
18_1097,3.3333490999872004
18_1192,3.5673572720031688
18_1198,3.2729882171130176
18_1201,4.0699519836843745
18_1223,3.8676237444122537
18_1227,3.4007996141488794
18_1234,3.8096920707084996
18_1289,3.6241680341908893
18_1296,2.760912350898747
18_1307,3.297967523681071
18_1310,4.067505805000388
18_1318,3.2921868992210426
18_1325,4.027379563199568
18_1333,3.6626457366994756
18_1340,3.1724050524692324
18_1353,3.0384476864510432
18_1360,3.402524589429093
18_1432,2.8548895539715
18_1484,3.3331676217610497
18_1488,3.792958733196205
18_1499,3.077810925490327
18_1509,3.1724050524692324
19_409,3.8342340342377934
19_707,3.4261128175910485
19_1051,3.112321060935055
19_1270,2.3294809876715314
19_1319,2.7504064561576516
19_1357,4.1850287886614
19_1409,3.1445226033931877
20_124,3.5038892357592495
20_224,3.5108553345934035
20_403,3.3337839306127997
20_409,4.192328677730721
20_749,4.117396959142474
20_878,3.7611227847445208
20_1050,3.6794269331183433
20_1252,3.90941983930055
20_1323,3.937514410016206
20_1332,4.474142008086762
21_106,4.846307385233083
21_134,4.330407222434598
21_232,4.882774438529228
21_659,4.777682774430726
21_707,4.761708470443392
21_890,4.728624998584334
21_960,4.809769775459464
21_1171,4.483676487365929
22_56,3.8820568030705207
22_58,4.605060911532125
22_69,4.187147683707445
22_90,3.0857628945913427
22_119,4.090590531364699
22_164,4.556514444105361
22_191,4.236139054756968
22_234,3.921970264855665
22_241,4.187736666740872
22_409,3.8613065577208494
22_434,3.8536632208573947
22_435,3.6499408604129755
22_440,3.418323801195768
22_455,4.200982720798942
22_477,3.8737436912349317
22_508,3.3018100259826975
22_580,3.4323197541583035
22_769,4.016133414100193
22_795,3.676174798222802
22_891,4.189430405058402
22_899,3.791716176444382
22_1146,4.295950140985318
22_1221,4.1930959150066185
22_1224,3.899856279694422
22_1332,4.257585014540114
22_1333,3.882521444337092
22_1409,3.620766705340604
22_1438,3.6221064878167937
22_1489,3.6684658304933975
22_1498,4.08471881071091
22_1524,3.7801704732545978
23_172,2.5667595858840295
23_192,2.512340182131762
23_226,2.42756825428833
23_580,2.1034252408510006
23_749,2.8132938088860295
23_892,2.3527926884073973
23_1051,2.369034648011532
23_1319,1.8299108208095525
23_1374,3.0461791875803117
24_56,3.973183206778774
24_294,3.9564929398246607
24_723,4.143510411288297
24_931,3.952451881881142
24_995,4.248398298257221
24_1093,4.102661490539215
24_1119,4.197518402062948
24_1488,3.899855874149325
24_1515,3.9988101407813224
25_7,3.8886975974087377
25_30,3.9094468023218707
25_45,3.799191963543223
25_54,3.3351779428131483
25_56,3.823956346030199
25_58,4.285791072919708
25_73,2.7496727552987337
25_77,3.6687765017884977
25_89,2.3746932532351424
25_104,3.845893587184608
25_118,3.6341739930650703
25_188,3.6375687720362135
25_189,3.731658810088348
25_191,3.921901986259812
25_216,2.8601697535499624
25_223,3.5709033594647606
25_225,3.326251916899415
25_240,3.6950334410467245
25_242,4.018253108142356
25_243,3.852262321262857
25_248,3.973551343328215
25_285,3.4329850297299553
25_293,3.7367601297111284
25_297,2.871185090388616
25_303,3.9684752711530424
25_313,3.216907416596708
25_375,3.7174598201628264
25_392,3.789151361631552
25_398,3.975398533772102
25_399,4.094573146467023
25_411,2.7078450418348057
25_419,3.6710181921235927
25_437,3.8830593140749987
25_442,4.2703991695050805
25_446,3.506487200849344
25_457,2.9725849411675553
25_477,3.7397292105551854
25_488,3.513555298195226
25_490,3.880335273429688
25_507,3.6855490216704667
25_525,3.734677871503881
25_526,3.3114945714973807
25_527,3.3229284617496613
25_531,3.7060679443521614
25_538,3.9435508639324044
25_542,3.911953719699455
25_546,3.9775734803783798
25_573,3.9075447630463436
25_583,4.13744388428332
25_585,3.605707191429263
25_587,3.6869681059206276
25_588,3.9069651940017533
25_595,3.9276792200503987
25_606,4.090361281903877
25_611,3.587319738697125
25_620,3.4488969492311075
25_621,3.317995304684767
25_641,3.125313683557787
25_643,3.7391830347118202
25_644,3.843392756677343
25_659,3.839175717917782
25_661,4.022772314641479
25_667,3.4851637616463
25_669,2.8486709913831763
25_675,3.302955733157581
25_677,3.933721927783254
25_679,3.6881581899589024
25_688,3.7365756672991814
25_743,4.090361281903877
25_750,3.824296590350873
25_782,3.4351338671328318
25_800,4.211101601046533
25_804,3.5768482352750945
25_811,3.7384893848130334
25_819,3.7260126452352287
25_824,4.090361281903877
25_826,3.717008002473107
25_835,3.679077785338152
25_837,3.970129518282024
25_842,3.72359725582265
25_851,3.9392370638945446
25_884,4.020089199349424
25_891,3.965356419667222
25_910,3.9338775231575
25_913,4.094512424210326
25_920,3.948177772712833
25_922,3.298329617753086
25_924,4.090361281903877
25_939,3.878890359537239
25_948,3.278852569580515
25_949,3.3969383040414094
25_958,2.8177756307802913
25_960,3.8924530386858267
25_1018,3.0916690802958615
25_1022,3.5896997141155396
25_1036,3.8224478922483356
25_1061,2.912928799424848
25_1062,3.331536080355986
25_1075,4.060615356510334
25_1106,3.6707518034096864
25_1133,3.8155494917103954
25_1134,3.594503117523412
25_1160,3.822886609672065
25_1165,3.351579232342917
25_1189,4.081178559867494
25_1194,3.8780371358660006
25_1202,3.933938753501102
25_1217,3.669640861283973
25_1221,3.9500072865099494
25_1224,3.7899311263449293
25_1229,3.6149826039036164
25_1260,3.953149214986724
25_1263,3.847145437858142
25_1284,3.9161601476200474
25_1304,3.8703717538633637
25_1311,3.850430988126336
25_1316,3.732368169193986
25_1322,3.1684849794223258
25_1328,3.765294138111591
25_1369,3.4965184811798764
25_1381,3.848512692508808
25_1382,3.7618196614892643
25_1393,3.777270846534377
25_1414,3.7389619782493813
25_1437,3.1445422952781583
25_1457,3.343327016825782
25_1491,2.7576258681281542
25_1496,4.090361281903877
25_1516,3.971312293080906
26_4,2.264385877468582
26_45,2.9345685881603982
26_58,1.7709435293277733
26_97,1.3230900740590918
26_134,2.8462518548610363
26_206,1.1894654601794066
