"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,3.932867115175869
1_94,4.047072176486925
1_243,3.9916580071126173
1_277,3.8348975829286718
1_335,4.034697693761059
1_442,4.3453619461113036
1_567,3.9216061495139405
1_618,3.7825916788193688
1_750,3.8294688969621533
1_837,3.946243948407171
1_839,3.5085042762507244
1_963,4.207204854934652
1_977,3.4681367786853405
1_1146,4.327414329717737
1_1224,3.6621665135583585
1_1232,3.836243418696958
1_1281,4.186354788512206
1_1284,3.944999868185419
1_1288,4.002595919366468
1_1382,3.817432089273687
1_1399,3.940015515184585
1_1449,4.171896159068862
1_1452,4.075888342704892
1_1486,4.217172753769347
1_1498,3.9166551121477116
2_14,3.1049337451887524
2_56,3.6370913865079233
2_285,3.2355173616007806
2_441,3.19544860636243
2_1048,4.190033615646303
2_1119,3.8655922311711794
2_1192,3.4834357556470503
2_1310,4.185170027566961
2_1409,2.8757578261897936
3_512,4.222149389940338
3_552,4.089238154495756
3_578,3.8378168708133367
3_1050,3.748958599760153
3_1489,4.124841078388134
4_242,4.634650239853392
4_247,4.369513664933111
4_265,4.51049708645311
4_386,4.139020903348247
4_409,4.3650820002740085
4_571,3.1096108243226133
4_580,3.6011572983604085
4_626,4.312989437384774
4_707,3.9517149814650585
4_971,4.304818101626031
4_1086,4.402894947691433
4_1177,3.6199677143372853
4_1192,4.2055506886274445
4_1229,4.141775149912236
4_1307,4.050647735404681
4_1325,4.4559169651341675
4_1331,4.1622263064640075
4_1382,4.352072120650035
4_1398,4.529936875461577
4_1409,3.7127124732296486
4_1510,4.712155725856653
5_130,4.164533079059346
5_390,3.789860973017918
5_408,3.081468439128667
5_485,4.35816016781021
5_595,4.301290941192666
5_858,3.9243942577133915
5_878,3.487182149672008
5_1166,4.094851486748114
5_1252,3.6006678016425995
5_1373,4.400383208966951
5_1481,3.3896790239722483
6_81,2.876523026481826
6_403,2.8809751053473915
6_532,3.3652087822494843
6_878,3.2333708227481086
6_886,3.5648356300299033
6_1489,3.4696710769324697
7_56,3.718638248947546
