"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.128056445322124
1_94,4.206479083203118
1_243,3.9651447944881637
1_277,4.012678767412904
1_335,4.2270252843029645
1_442,4.541787906346161
1_567,4.090089449136
1_618,4.0099738677374255
1_750,3.948420071574115
1_837,4.149375272501307
1_839,3.480204037560207
1_963,4.408519872971484
1_977,3.585349992127119
1_1146,4.522411409775775
1_1224,3.8686527650932003
1_1232,3.9679543494342626
1_1281,4.288833807619784
1_1284,4.086146038563739
1_1288,4.153387022594656
1_1382,4.005743644544361
1_1399,4.095703732239912
1_1449,4.368441796273899
1_1452,4.267374921370875
1_1486,4.44355956032751
1_1498,4.083703377854673
2_14,3.185966514756802
2_56,3.649095037160289
2_285,3.218190498637159
2_441,3.3765982862131674
2_1048,4.285023462636857
2_1119,3.930636405357143
2_1192,3.6308986106114816
2_1310,4.236031148295096
2_1409,2.9472170337538257
3_512,4.0978127196380365
3_552,3.956554896949248
3_578,3.701122123019262
3_1050,3.590096945358103
3_1489,3.9659475323998645
4_242,4.656587554783452
4_247,4.297606121065669
4_265,4.516588856928268
4_386,4.096958802031464
4_409,4.441262737647332
4_571,3.099262958771587
4_580,3.6633268992676316
4_626,4.280237506117577
4_707,4.000115082658821
4_971,4.286742479599049
4_1086,4.232284296244093
4_1177,3.673943031740598
4_1192,4.2901131117583695
4_1229,4.12806857122821
4_1307,3.950633602727309
4_1325,4.5190582377248445
4_1331,4.231036647057649
4_1382,4.449678238497377
4_1398,4.57693374595414
4_1409,3.6064315349007154
4_1510,4.805664047615489
5_130,4.263257006730916
5_390,3.635319955591112
5_408,3.1279359638228597
5_485,4.15975560234411
5_595,4.108810560102118
5_858,3.9216972063775604
5_878,3.4821869240968155
5_1166,4.136401058219351
5_1252,3.6917099076623145
5_1373,4.534118287272002
5_1481,3.3109773592931253
6_81,2.687915411834135
6_403,2.700005009530579
6_532,3.329715694409452
6_878,3.099699895624628
6_886,3.422785580796904
6_1489,3.3075743423319475
7_56,3.7143094749075836
7_319,3.6031001412681434
7_322,3.6376339491778618
7_341,3.5549866939682504
7_345,3.1694870024590323
7_502,4.106438047853836
7_512,3.560800961799849
7_591,3.6441904064023394
7_812,3.572788032198633
7_1043,3.4822632695866576
7_1061,2.8730651101528846
7_1152,3.351044980826055
7_1165,3.33297545189623
7_1217,3.5407522644020286
7_1280,3.6128261682907397
7_1325,3.92505817432525
7_1522,3.0107216200440767
8_80,3.7071975472091045
8_224,3.5591771809480086
8_512,4.137462875400739
8_707,3.9827769328601157
8_886,4.120808926627523
8_1048,4.92689981398504
8_1471,3.954577984595729
8_1521,3.4599672556347265
9_39,3.5072307280142923
9_54,4.037183873118142
9_66,3.402288987528725
9_81,3.559510164468964
9_83,3.6252487358736962
9_134,5.08327734158089
9_225,3.9080221000553834
9_232,4.357746428932316
9_235,3.4296179096065327
9_242,4.81282081178896
9_254,4.388587282836153
9_277,4.612846618371428
9_306,4.013889962016784
