"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.033515332321333
1_94,4.092193598716466
1_243,3.9285502801686096
1_277,3.9069694412962184
1_335,4.097651424243682
1_442,4.213317951158553
1_567,3.9832155193512584
1_618,3.914337369877333
1_750,3.901911067829137
1_837,4.01822561352828
1_839,3.533364104751649
1_963,4.159221251443645
1_977,3.596770176471975
1_1146,4.205538371607068
1_1224,3.8242697009005218
1_1232,3.88666517173443
1_1281,4.126791145827058
1_1284,4.023091641742611
1_1288,4.028141776169039
1_1382,3.915076060255988
1_1399,3.9782897203034713
1_1449,4.128732296590792
1_1452,4.076731255876962
1_1486,4.166227628880789
1_1498,3.964441476999416
2_14,3.1766475900976627
2_56,3.6308568123015834
2_285,3.1785322007619747
2_441,3.3450938961600354
2_1048,4.018792998402964
2_1119,3.8202316612150464
2_1192,3.5838641123172774
2_1310,3.983342004447377
2_1409,2.884839445097649
3_512,4.1497871782352505
3_552,4.052615430961521
3_578,3.859561833099026
3_1050,3.808796576727156
3_1489,4.056766194899561
4_242,4.363887120851559
4_247,4.119347561917941
4_265,4.249854224214797
4_386,4.020169863503062
4_409,4.226041355213065
4_571,3.2216978434760346
4_580,3.6332402177718297
4_626,4.108206551260405
4_707,3.927316464539902
4_971,4.122458707251409
4_1086,4.1210834174508495
4_1177,3.578712148920132
4_1192,4.0999489395757545
4_1229,4.020311711649586
4_1307,3.8919748671122747
4_1325,4.235006108211296
4_1331,4.085703668927193
4_1382,4.223011226654842
4_1398,4.289601664712729
4_1409,3.6239921879141317
4_1510,4.451149835935148
5_130,4.104774279537507
5_390,3.6568368741346955
5_408,3.1070911169073447
5_485,4.146988255645447
5_595,4.063731071753102
5_858,3.8795204926595237
5_878,3.5318763780813924
5_1166,4.034398480352495
5_1252,3.689985360252069
5_1373,4.256494434688415
5_1481,3.444737324220833
6_81,2.7465683444819966
6_403,2.781008558129812
6_532,3.353075153677909
6_878,3.1919800742181526
6_886,3.4382588745897538
6_1489,3.353857632023317
7_56,3.7398608634685493
7_319,3.6179438534647512
7_322,3.64707613337667
7_341,3.631362181252535
7_345,3.212031858152675
7_502,4.006774999630619
7_512,3.6529108777249224
7_591,3.6877476462712724
7_812,3.5955693873308343
7_1043,3.540424163024216
7_1061,2.990136946262562
7_1152,3.4429088990330032
7_1165,3.418682141190642
7_1217,3.5967382222278133
7_1280,3.67498156804452
7_1325,3.889493879793277
7_1522,3.056471102139696
8_80,3.7388924448053364
8_224,3.769616056015928
8_512,4.156982577496928
8_707,3.9948255751569857
8_886,4.133976811410265
8_1048,4.64590231180639
8_1471,4.038950712388345
8_1521,3.460430338815075
9_39,3.4161415162372224
9_54,3.958958611173781
9_66,3.4319202513820306
9_81,3.5798965482112184
9_83,3.5597070122221712
9_134,4.622332206091269
9_225,3.9376133328970426
9_232,4.172509896851128
9_235,3.4188203452673163
9_242,4.414537057770582
9_254,4.174917297525599
9_277,4.317480515246723
9_306,3.9620538486625048
9_313,3.718604822746718
9_327,3.736982353310408
9_341,4.1567814162904355
9_348,4.053162043793725
9_409,4.298999808948405
9_431,4.492977038009134
9_451,4.120696075613536
9_454,3.784276020477196
9_457,3.553986039541319
9_490,4.346048916983774
9_503,3.579710300984977
9_518,3.036911617620674
9_621,3.898243653810053
9_645,4.2548272578912005
9_705,3.3379583381594493
9_726,3.769542157765989
9_739,3.4271469250531017
9_746,4.337480083862215
9_767,4.241971523466115
9_800,4.79391766397759
9_890,3.740809281627711
9_892,3.972096908970385
9_901,3.947278861545853
9_911,2.9740927175802128
9_991,3.5896720467965126
9_1022,4.0223754832611025
9_1050,3.827156549726928
9_1090,3.185348503117339
9_1141,3.0499923895860865
9_1305,4.400376223647115
9_1318,4.037356027144604
9_1357,4.5600805619643285
9_1361,4.029243551010328
9_1370,4.097213823115014
9_1381,4.307667593941927
9_1388,4.253825232248737
9_1399,4.366990452482769
9_1425,3.553035612966081
9_1457,3.925837210794903
9_1498,4.358366717661967
9_1522,3.7868327191625166
9_1541,3.8605670819363445
10_91,4.031577807910748
10_202,3.6924899174073023
10_327,3.84763911337442
10_340,3.943290807853303
10_344,3.490684054540411
10_403,3.7119960527633094
10_408,3.701508273863989
10_419,4.233463038189152
10_422,4.417231572496906
10_433,3.958245897032762
10_451,4.224173748522544
10_693,4.1512491327073615
10_787,4.041922157724507
10_807,3.5039919854769743
10_812,4.238234143078812
10_892,4.061405541091471
10_1043,4.232572443096187
10_1090,3.336675443213559
10_1097,4.141667367018639
10_1252,4.1443040919430905
10_1292,4.147438432942505
10_1318,4.108482701199945
10_1325,4.5012853100220305
10_1481,3.9384756219055967
11_224,3.200757986265261
11_311,3.714981759857602
11_326,3.3182503101042924
11_373,3.980028946080325
11_403,2.955653706450665
11_436,3.555275770257996
11_451,3.6232215890318766
11_626,3.7713395116993604
11_706,3.621992289218203
11_770,3.72156020445824
11_892,3.2919773512769765
11_1043,3.6203421460474887
11_1051,3.233718020157176
11_1332,4.180646847710317
11_1373,4.176375989244999
11_1396,3.7913128737415063
11_1480,3.2421422020197728
11_1485,3.3064492844654683
12_25,3.944917027276948
12_98,4.238793286637465
12_134,4.379990513239973
12_190,4.443990155057308
