"USER_ID_MOVIE_ID","PREDICTED_RATING"
1_34,4.103934546735081
1_94,4.180629034706122
1_243,3.9419349466650484
1_277,3.989126531151305
1_335,4.201631139227631
1_442,4.5123321854404
1_567,4.065611790069311
1_618,3.987048000274134
1_750,3.9249178045714803
1_837,4.123705942079852
1_839,3.487271110078682
1_963,4.379567957331092
1_977,3.59338737005195
1_1146,4.49425333054452
1_1224,3.847134424712915
1_1232,3.9450129311464517
1_1281,4.261627204759595
1_1284,4.061489729341581
1_1288,4.12893798052674
1_1382,3.9825812511725225
1_1399,4.0715078583066
1_1449,4.3401477101464865
1_1452,4.24034878010594
1_1486,4.4145078318976925
1_1498,4.0594609851021675
2_14,3.1655036129518663
2_56,3.649065286477118
2_285,3.1976785490632498
2_441,3.35312908926055
2_1048,4.277839816677533
2_1119,3.927943746901245
2_1192,3.6323311022433176
2_1310,4.229105934984461
2_1409,2.925847722630011
3_512,4.143371997531057
3_552,4.0150026200286275
3_578,3.756273832125003
3_1050,3.643532039230249
3_1489,4.023769490896872
4_242,4.614047392892049
4_247,4.322820671619546
4_265,4.500776990186289
4_386,4.15939368740708
4_409,4.4387288106923215
4_571,3.156833037757825
4_580,3.727874049813085
4_626,4.307801873054418
4_707,4.066318142040876
4_971,4.313174938301595
4_1086,4.269442602711047
4_1177,3.7368678723543676
4_1192,4.317101653626828
4_1229,4.185245063067534
4_1307,4.015386184463595
4_1325,4.502596769062853
4_1331,4.268227530951045
4_1382,4.446385377192065
4_1398,4.549351298165521
4_1409,3.670251088113077
4_1510,4.735539143385932
5_130,4.226866174042666
5_390,3.6592164500127584
5_408,3.1471185578439167
5_485,4.126024033774849
5_595,4.074667624904208
5_858,3.9215859256213426
5_878,3.5043511176290405
5_1166,4.102709730491948
5_1252,3.7159251269138363
5_1373,4.496393845953836
5_1481,3.331202993283185
6_81,2.655931103818988
6_403,2.667417402164676
6_532,3.3102617228414566
6_878,3.0694090378494723
6_886,3.4209468030869363
6_1489,3.2840280077154356
7_56,3.7074069807201813
7_319,3.5983088194446227
7_322,3.6329745700693117
7_341,3.5483546641315478
7_345,3.1566119075295322
7_502,4.095920327680918
7_512,3.5545353602810845
7_591,3.639211217282657
7_812,3.5678734968551113
7_1043,3.469666763698611
7_1061,2.8580992265547787
7_1152,3.338854876906214
7_1165,3.3210971499458726
7_1217,3.5307495361747643
7_1280,3.607401513470573
7_1325,3.916604942698041
7_1522,2.995640852848437
8_80,3.7686439174561386
8_224,3.6186344389412497
8_512,4.187195133612007
8_707,4.0460387281314425
8_886,4.173631648973631
8_1048,4.854142145858113
8_1471,4.016771366929076
8_1521,3.5190127231884505
9_39,3.5867862072444225
9_54,4.120370628063852
9_66,3.481453860496517
9_81,3.6402308927627214
